tag,词性,label,remove
IAPP,iapp/nx(其他),sin_nx_type,0
新华大宗,新华/n(名词) 大宗/m(数词),com_del_type,0
中北大学,中北/nz(其他专名) 大学/n(名词),com_del_type,0
相知,相知/n(名词),val_eval_type,1
助手,助手/n(名词),sin_ver_nou_del_type,0
直达,直达/v(动词),sin_ver_nou_del_type,0
制图,制图/vn(其他),sin_other_save_type,0
管家婆,管家婆/n(名词),sin_ver_nou_del_type,0
开票加此Q:746396722,开票/v(动词) 加/v(动词) 此/r(代词) q/nx(其他) :/w(标点) 746396722/m(数词),porn_type,1
快看漫画,快看/n(名词) 漫画/n(名词),com_del_type,0
显示屏,显示屏/n(名词),sin_ver_nou_del_type,0
设计装修建筑工程,设计/vn(其他) 装修/vn(其他) 建筑/vn(其他) 工程/n(名词),com_del_type,0
打屁股,打/v(动词) 屁股/n(名词),porn_type,1
大连再生,大连/ns(地名) 再生/v(动词),com_del_type,0
围巾,围巾/n(名词),sin_ver_nou_del_type,0
创业兼职,创业/v(动词) 兼职/v(动词),com_del_type,0
21天减肥法,21/m(数词) 天/n(名词) 减肥法/n(名词),com_del_type,0
尼基塔,尼基塔/nr(其他),sin_nr_type,0
幸运28,幸运/a(形容词) 28/m(数词),com_del_type,0
雨,雨/n(名词),val_eval_type,1
林琳,林琳/nr(其他),sin_nr_type,0
篮彩分析,篮彩/nz(其他专名) 分析/vn(其他),com_del_type,0
开沈阳票,开/v(动词) 沈阳/ns(地名) 票/n(名词),com_del_type,0
原生态,原生态/n(名词),sin_ver_nou_del_type,0
网店咨询,网店/n(名词) 咨询/vn(其他),com_del_type,0
ｐｋ10交流群,pk/nx(其他) 10/m(数词) 交流/vn(其他) 群/Ng(其他),com_del_type,0
健身卡,健身卡/n(名词),sin_ver_nou_del_type,0
色影片,色/n(名词) 影片/n(名词),com_del_type,0
水疗,水疗/n(名词),sin_ver_nou_del_type,0
纽崔莱,纽崔莱/nz(其他专名),sin_nz_type,0
.............,./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点) ./w(标点),punctuation_type,1
猴宝宝,猴宝宝/n(名词),sin_ver_nou_del_type,0
整形咨询,整形/vn(其他) 咨询/vn(其他),com_del_type,0
瓷砖票材票,瓷砖/n(名词) 票/n(名词) 材/Ng(其他) 票/n(名词),com_del_type,0
707031345,707031345/m(数词),numeric_type,1
淘宝快递单号,淘宝/n(名词) 快递/vn(其他) 单号/n(名词),com_del_type,0
班委、学生会,班委/j(简称) 、/w(标点) 学生会/n(名词),val_eval_type,0
湘潭大学,湘潭/ns(地名) 大学/n(名词),com_del_type,0
贴膜,贴膜/n(名词),sin_ver_nou_del_type,0
天下第一,天下第一/i(习语),sin_other_save_type,0
社团活动,社团/n(名词) 活动/vn(其他),com_del_type,0
木马,木马/n(名词),sin_ver_nou_del_type,0
计调,计调/n(名词),sin_ver_nou_del_type,0
长春找美女出台,长春/ns(地名) 找/v(动词) 美女/n(名词) 出台/v(动词),porn_type,1
同门,同门/n(名词),sin_ver_nou_del_type,0
DNF交流,dnf/nx(其他) 交流/vn(其他),com_del_type,0
室内装饰,室内/s(处所词) 装饰/n(名词),com_del_type,0
广告费票,广告费/n(名词) 票/n(名词),com_del_type,0
994681822,994681822/m(数词),numeric_type,1
淘宝直通车恢复,淘宝/n(名词) 直通车/n(名词) 恢复/v(动词),com_del_type,0
体检,体检/v(动词),sin_ver_nou_del_type,0
游戏解说,游戏/n(名词) 解说/vn(其他),com_del_type,0
战无不胜,战无不胜/i(习语),sin_other_save_type,0
基金考试,基金/n(名词) 考试/vn(其他),com_del_type,0
女装代理,女装/n(名词) 代理/vn(其他),com_del_type,0
手机短信拦截,手机/n(名词) 短信/n(名词) 拦截/v(动词),com_del_type,0
紫微斗数,紫微/n(名词) 斗/v(动词) 数/m(数词),com_del_type,0
出境,出境/v(动词),sin_ver_nou_del_type,0
互刷销量,互刷/n(名词) 销量/n(名词),val_eval_type,1
穆婷婷,穆婷婷/n(名词),sin_ver_nou_del_type,0
信息流,信息流/n(名词),sin_ver_nou_del_type,0
了,了/v(动词),val_eval_type,1
猪肉,猪肉/n(名词),sin_ver_nou_del_type,0
螺纹,螺纹/n(名词),sin_ver_nou_del_type,0
汉语言文学,汉语言/nz(其他专名) 文学/n(名词),com_del_type,0
做自己,做/v(动词) 自己/r(代词),com_del_type,0
神人,神人/n(名词),sin_ver_nou_del_type,0
北京假结婚户口群,北京/ns(地名) 假结婚/n(名词) 户口/n(名词) 群/Ng(其他),com_del_type,0
STM32,stm/nx(其他) 32/m(数词),com_del_type,0
黄褐斑,黄褐斑/n(名词),sin_ver_nou_del_type,0
A50,a50/nx(其他),sin_nx_type,0
防臭袜,防臭袜/n(名词),sin_ver_nou_del_type,0
墙布,墙布/n(名词),sin_ver_nou_del_type,0
网站入侵,网站/n(名词) 入侵/v(动词),com_del_type,0
景区,景区/n(名词),sin_ver_nou_del_type,0
东阿阿胶,东阿/ns(地名) 阿胶/n(名词),com_del_type,0
练级,练级/v(动词),sin_ver_nou_del_type,0
佛山企业贷款,佛山/ns(地名) 企业/n(名词) 贷款/n(名词),com_del_type,0
红钻,红钻/n(名词),sin_ver_nou_del_type,0
云中歌,云中歌/n(名词),sin_ver_nou_del_type,0
哥,哥/j(简称),sin_other_remove_type,1
电缆,电缆/n(名词),sin_ver_nou_del_type,0
逗比青年,逗比/n(名词) 青年/n(名词),com_del_type,0
蛋蛋28,蛋蛋/n(名词) 28/m(数词),com_del_type,0
观赏鸽,观赏鸽/n(名词),sin_ver_nou_del_type,0
政治学考研,政治学/n(名词) 考研/v(动词),com_del_type,0
凌派,凌派/n(名词),sin_ver_nou_del_type,0
320,320/m(数词),numeric_type,1
婴儿教育,婴儿/n(名词) 教育/vn(其他),com_del_type,0
408,408/m(数词),numeric_type,1
汉化,汉化/v(动词),sin_ver_nou_del_type,0
手机通讯行业资源,手机/n(名词) 通讯/n(名词) 行业/n(名词) 资源/n(名词),com_del_type,0
昭通,昭通/ns(地名),sin_ns_type,0
跑步机批发,跑步机/n(名词) 批发/vn(其他),com_del_type,0
白茶,白茶/n(名词),sin_ver_nou_del_type,0
神马都是浮云,神马/nz(其他专名) 都/d(副词) 是/v(动词) 浮云/n(名词),com_del_type,0
福利资源,福利/n(名词) 资源/n(名词),val_eval_type,1
洗车,洗车/n(名词),sin_ver_nou_del_type,0
劲爆,劲爆/a(形容词),sin_other_save_type,0
歌词,歌词/n(名词),sin_ver_nou_del_type,0
附近的人,附近/f(方位词) 的/u(助词) 人/n(名词),val_eval_type,1
花花姑娘,花花/z(其他) 姑娘/n(名词),com_del_type,0
片子,片子/n(名词),sin_ver_nou_del_type,0
大杂烩,大杂烩/n(名词),sin_ver_nou_del_type,0
保险理财,保险/n(名词) 理财/vn(其他),com_del_type,0
科雷傲(进口),科雷傲/n(名词) (/w(标点) 进口/v(动词) )/w(标点),punctuation_type,1
咏春,咏春/v(动词),sin_ver_nou_del_type,0
背景音乐,背景/n(名词) 音乐/n(名词),com_del_type,0
行业资讯,行业/n(名词) 资讯/n(名词),com_del_type,0
美漫,美漫/n(名词),sin_ver_nou_del_type,0
敏感,敏感/a(形容词),sin_other_save_type,0
承兑,承兑/v(动词),sin_ver_nou_del_type,0
五湖四海皆朋友,五湖四海/i(习语) 皆/d(副词) 朋友/n(名词),val_eval_type,1
水聊,水/n(名词) 聊/v(动词),com_del_type,0
平邑,平邑/ns(地名),sin_ns_type,0
实况足球,实况足球/nz(其他专名),sin_nz_type,0
有机,有机/d(副词),sin_other_save_type,0
二八杠,二八杠/n(名词),sin_ver_nou_del_type,0
古城,古城/n(名词),sin_ver_nou_del_type,0
中山贷款,中山/ns(地名) 贷款/n(名词),com_del_type,0
小仙女们,小/a(形容词) 仙女/n(名词) 们/k(后接成分),com_del_type,0
安全工程师,安全/a(形容词) 工程师/n(名词),com_del_type,0
地税票国税票,地/n(名词) 税票/n(名词) 国税/n(名词) 票/n(名词),com_del_type,0
快速借款,快速/d(副词) 借款/v(动词),com_del_type,0
优惠券购物,优惠券/n(名词) 购物/vn(其他),com_del_type,0
幻想神域,幻想/n(名词) 神域/n(名词),com_del_type,0
杭州兼职,杭州/ns(地名) 兼职/v(动词),com_del_type,0
特色小吃培训,特色/n(名词) 小吃/n(名词) 培训/vn(其他),com_del_type,0
中大,中大/nz(其他专名),sin_nz_type,0
音乐会,音乐会/n(名词),sin_ver_nou_del_type,0
一起浪,一起/s(处所词) 浪/n(名词),com_del_type,0
办公耗材,办公/vn(其他) 耗材/n(名词),com_del_type,0
篮球\R\N,篮球/n(名词) \/w(标点) r/nx(其他) \/w(标点) n/nx(其他),punctuation_type,1
灵山,灵山/ns(地名),sin_ns_type,0
专业指导,专业/n(名词) 指导/vn(其他),com_del_type,0
福美来,福美来/n(名词),sin_ver_nou_del_type,0
小吃技术,小吃/n(名词) 技术/n(名词),com_del_type,0
江浙沪,江浙沪/n(名词),sin_ver_nou_del_type,0
新闻发稿,新闻/n(名词) 发稿/v(动词),com_del_type,0
从业,从业/b(其他),sin_other_save_type,0
刷赞,刷/v(动词) /n(名词) 赞/Vg(其他),com_del_type,0
病假单,病假单/n(名词),sin_ver_nou_del_type,0
ྉ篮ྉ球,篮球/n(名词),sin_ver_nou_del_type,0
远景SUV,远景/n(名词) suv/nx(其他),com_del_type,0
房地产营销,房地产/n(名词) 营销/vn(其他),com_del_type,0
鱼友,鱼友/n(名词),sin_ver_nou_del_type,0
红包福利群,红包/n(名词) 福利/n(名词) 群/Ng(其他),val_eval_type,1
午盘股,午/Tg(其他) 盘/Ng(其他) 股/n(名词),com_del_type,0
寻人,寻人/vn(其他),sin_other_save_type,0
00后交友,00/m(数词) 后/f(方位词) 交友/v(动词),val_eval_type,1
家具设计,家具/n(名词) 设计/vn(其他),com_del_type,0
中级工程师,中级/b(其他) 工程师/n(名词),com_del_type,0
907213,907213/m(数词),numeric_type,1
曾经的回忆,曾经/d(副词) 的/u(助词) 回忆/vn(其他),val_eval_type,1
演出票,演出票/n(名词),sin_ver_nou_del_type,0
欢迎大家进群,欢迎/v(动词) 大家/r(代词) 进/v(动词) 群/Ng(其他),com_special_type,1
欢迎你的到来,欢迎/v(动词) 你/r(代词) 的/u(助词) 到来/vn(其他),com_special_type,1
理论,理论/n(名词),sin_ver_nou_del_type,0
野鸡,野鸡/n(名词),sin_ver_nou_del_type,0
品质生活,品质/n(名词) 生活/vn(其他),com_del_type,0
绅宝D80,绅宝/nz(其他专名) d80/nx(其他),com_del_type,0
简简单单,简简单单/z(其他),sin_other_remove_type,1
球鞋,球鞋/n(名词),sin_ver_nou_del_type,0
挑战杯,挑战杯/nz(其他专名),sin_nz_type,0
动感单车,动感/n(名词) 单车/n(名词),com_del_type,0
教官,教官/n(名词),sin_ver_nou_del_type,0
谭松韵,谭松韵/n(名词),sin_ver_nou_del_type,0
主播招聘,主播/v(动词) 招聘/v(动词),com_del_type,0
回族,回族/n(名词),sin_ver_nou_del_type,0
阴阳师手游,阴阳师/n(名词) 手游/n(名词),com_del_type,0
滨江,滨江/ns(地名),sin_ns_type,0
公积金咨询,公积金/n(名词) 咨询/vn(其他),com_del_type,0
货车出租,货车/n(名词) 出租/v(动词),com_del_type,0
孕妇胎教,孕妇/n(名词) 胎教/n(名词),com_del_type,0
百田,百/m(数词) 田/n(名词),com_del_type,0
2015新生,2015/m(数词) 新生/n(名词),val_num_time_type,1
绘画交流,绘画/n(名词) 交流/vn(其他),com_del_type,0
电话186-6519-8231,电话/n(名词) 186-6519-8231/nx(其他),val_eval_type,1
永不言弃,永不/d(副词) 言/Vg(其他) 弃/Vg(其他),com_del_type,0
自动,自动/d(副词),val_eval_type,1
Y,y/nx(其他),val_eval_type,1
深圳旅游,深圳/ns(地名) 旅游/vn(其他),com_del_type,0
你们,你们/r(代词),sin_other_remove_type,1
IT培训,it/nx(其他) 培训/vn(其他),com_del_type,0
双流,双流/ns(地名),sin_ns_type,0
美国签证,美国/ns(地名) 签证/n(名词),com_del_type,0
故乡,故乡/n(名词),sin_ver_nou_del_type,0
非洲人,非洲人/n(名词),sin_ver_nou_del_type,0
LED灯具,led/nx(其他) 灯具/n(名词),com_del_type,0
沙海,沙海/n(名词),sin_ver_nou_del_type,0
后二计划,后/f(方位词) 二/m(数词) 计划/n(名词),com_del_type,0
预算员,预算员/n(名词),sin_ver_nou_del_type,0
12级,12/m(数词) 级/n(名词),val_num_time_type,1
上海假结婚户口群,上海/ns(地名) 假结婚/n(名词) 户口/n(名词) 群/Ng(其他),com_del_type,0
AC米兰,ac/nx(其他) 米兰/n(名词),com_del_type,0
蓝筹股波浪理论,蓝筹股/n(名词) 波浪/n(名词) 理论/n(名词),com_del_type,0
雪铁龙俱乐部,雪铁龙/n(名词) 俱乐部/n(名词),com_del_type,0
淘宝网赚,淘宝网/nz(其他专名) 赚/v(动词),com_del_type,0
SHUFFLE,shuffle/nx(其他),sin_nx_type,0
更新,更新/v(动词),val_eval_type,1
柯哀,柯哀/nr(其他),sin_nr_type,0
国家电网,国家/n(名词) 电网/n(名词),com_del_type,0
业务群,业务/n(名词) 群/Ng(其他),com_del_type,0
山东贷款,山东/ns(地名) 贷款/n(名词),com_del_type,0
虐,虐/Ag(其他),sin_other_remove_type,1
来自星星的你,来自/v(动词) 星星/n(名词) 的/u(助词) 你/r(代词),com_del_type,0
KRIS,kris/nx(其他),sin_nx_type,0
系统开发,系统/n(名词) 开发/v(动词),com_del_type,0
球队,球队/n(名词),sin_ver_nou_del_type,0
群聚会,群聚会/n(名词),sin_ver_nou_del_type,0
7,007/m(数词),numeric_type,1
无业游民,无业游民/l(其他),sin_other_save_type,0
ELF,elf/nx(其他),sin_nx_type,0
总代,总/d(副词) 代/v(动词),com_del_type,0
起凡,起凡/n(名词),sin_ver_nou_del_type,0
999999,999999/m(数词),numeric_type,1
按键精灵,按键/n(名词) 精灵/n(名词),com_del_type,0
禅,禅/Ng(其他),val_eval_type,1
南京交友,南京/ns(地名) 交友/v(动词),val_eval_type,1
花冠,花冠/nz(其他专名),sin_nz_type,0
網賺,网赚/n(名词),sin_ver_nou_del_type,0
二小,二小/j(简称),val_eval_type,1
单身约会,单身/n(名词) 约会/v(动词),com_del_type,0
减肥器材批发,减肥/vn(其他) 器材/n(名词) 批发/vn(其他),com_del_type,0
真皮沙发,真皮/n(名词) 沙发/n(名词),com_del_type,0
微信多开,微信/n(名词) 多开/n(名词),com_del_type,0
步步高,步步高/nz(其他专名),sin_nz_type,0
花朵,花朵/n(名词),sin_ver_nou_del_type,0
张学友,张学友/n(名词),sin_ver_nou_del_type,0
杭州交友,杭州/ns(地名) 交友/v(动词),val_eval_type,1
优质服务,优质/b(其他) 服务/vn(其他),com_del_type,0
喜爱,喜爱/v(动词),sin_ver_nou_del_type,0
万事如意,万事如意/i(习语),sin_other_save_type,0
吉利博越,吉利博/n(名词) 越/j(简称),com_del_type,0
常回家看看,常/d(副词) 回家/v(动词) 看看/v(动词),val_eval_type,1
银行卡6,银行卡/n(名词) 6/m(数词),com_del_type,0
停车场,停车场/n(名词),sin_ver_nou_del_type,0
发票求职招聘,发票/n(名词) 求职/vn(其他) 招聘/vn(其他),com_del_type,0
好好玩,好/a(形容词) 好玩/a(形容词),com_del_type,0
大理石,大理石/n(名词),sin_ver_nou_del_type,0
强身健体,强身健体/l(其他),sin_other_save_type,0
小逗比,小/a(形容词) 逗比/n(名词),com_del_type,0
折扣充值,折扣/n(名词) 充值/v(动词),com_del_type,0
烘培,烘培/n(名词),sin_ver_nou_del_type,0
维修保养,维修/vn(其他) 保养/vn(其他),com_del_type,0
四川老乡,四川/ns(地名) 老乡/n(名词),val_eval_type,1
天津交友,天津/ns(地名) 交友/v(动词),val_eval_type,1
福克斯俱乐部,福克斯/n(名词) 俱乐部/n(名词),com_del_type,0
五湖四海的朋友,五湖四海/i(习语) 的/u(助词) 朋友/n(名词),val_eval_type,1
渭南,渭南/ns(地名),sin_ns_type,0
链克,链/Ng(其他) 克/Vg(其他),com_del_type,0
办理信用卡,办理/v(动词) 信用卡/n(名词),com_del_type,0
仪器,仪器/n(名词),sin_ver_nou_del_type,0
月饼,月饼/n(名词),sin_ver_nou_del_type,0
言论自由,言论/n(名词) 自由/a(形容词),com_del_type,0
帝都,帝都/nz(其他专名),sin_nz_type,0
木材,木材/n(名词),sin_ver_nou_del_type,0
祛疤,祛疤/v(动词),sin_ver_nou_del_type,0
终极系列,终极/n(名词) 系列/n(名词),com_del_type,0
打手,打手/n(名词),sin_ver_nou_del_type,0
邮箱密码,邮箱/n(名词) 密码/n(名词),com_del_type,0
情侣群,情侣/n(名词) 群/Ng(其他),com_del_type,0
影視,影/Ng(其他) /n(名词) 视/Vg(其他),com_del_type,0
微交易实战培训,微交易/n(名词) 实战/n(名词) 培训/vn(其他),com_del_type,0
蚂蚁,蚂蚁/n(名词),sin_ver_nou_del_type,0
天猫放单,天猫/n(名词) 放/v(动词) 单/b(其他),com_del_type,0
天宝娱乐,天宝/n(名词) 娱乐/v(动词),com_del_type,0
克拉玛依,克拉玛依/ns(地名),sin_ns_type,0
大赢家,大/a(形容词) 赢家/n(名词),com_del_type,0
元宝,元宝/n(名词),sin_ver_nou_del_type,0
小爱一族,小爱/n(名词) 一/m(数词) 族/Ng(其他),com_del_type,0
天天传奇,天天/nz(其他专名) 传奇/n(名词),com_del_type,0
湖南师范大学,湖南/ns(地名) 师范大学/n(名词),com_del_type,0
MK,mk/nx(其他),val_eval_type,1
总监,总监/n(名词),sin_ver_nou_del_type,0
股票涨停板,股票/n(名词) 涨停板/n(名词),com_del_type,0
爱文字做,爱/v(动词) 文字/n(名词) 做/v(动词),porn_type,1
风雨同舟,风雨同舟/i(习语),sin_other_save_type,0
手机轰炸软件,手机/n(名词) 轰炸/vn(其他) 软件/n(名词),com_del_type,0
交流探讨,交流/vn(其他) 探讨/vn(其他),val_eval_type,1
有些人一旦错过,有些/r(代词) 人/n(名词) 一旦/d(副词) 错过/v(动词),val_eval_type,1
四海之内皆兄弟,四海之内/i(习语) 皆/d(副词) 兄弟/n(名词),com_del_type,0
西双版纳,西双版纳/ns(地名),sin_ns_type,0
咏春拳,咏春拳/n(名词),sin_ver_nou_del_type,0
房东,房东/n(名词),sin_ver_nou_del_type,0
天猫优惠卷,天猫/n(名词) 优惠卷/n(名词),com_del_type,0
美亚,美亚/nz(其他专名),sin_nz_type,0
辩论队,辩论/vn(其他) 队/n(名词),com_del_type,0
微信红包群,微/Ag(其他) /n(名词) 信/n(名词) 红/a(形容词) /n(名词) 包/v(动词) /n(名词) 群/Ng(其他),com_del_type,0
广东ྉ十一ྉ选五,广东/ns(地名) 十一/t(时间词) 选/v(动词) 五/m(数词),com_del_type,0
时༒时,时时/d(副词),sin_other_remove_type,1
520_来购_分享群,520/nx(其他) _/w(标点) 来/v(动词) 购/Vg(其他) _/w(标点) 分享/v(动词) 群/Ng(其他),punctuation_type,1
足,足/a(形容词),val_eval_type,1
都是美女,都/d(副词) 是/v(动词) 美女/n(名词),com_del_type,0
穿衣显瘦女装,穿衣/v(动词) 显瘦/n(名词) 女装/n(名词),com_del_type,0
游泳卡,游泳卡/n(名词),sin_ver_nou_del_type,0
电影票卡,电影票/n(名词) 卡/n(名词),com_del_type,0
家居风水,家居/n(名词) 风水/n(名词),com_del_type,0
2018就业,2018/m(数词) 就业/v(动词),com_del_type,0
淘宝赚钱,淘宝/n(名词) 赚钱/a(形容词),com_del_type,0
华图,华图/nt(其他),sin_other_save_type,0
华外营销软件,华/j(简称) 外/f(方位词) 营销/vn(其他) 软件/n(名词),com_del_type,0
猪猪,猪猪/n(名词),sin_ver_nou_del_type,0
肾阳虚,肾阳虚/nz(其他专名),sin_nz_type,0
黑茶,黑茶/n(名词),sin_ver_nou_del_type,0
PHP开发,php/nx(其他) 开发/v(动词),com_del_type,0
长线短线,长线/n(名词) 短线/n(名词),com_del_type,0
奔驰交流群,奔驰/n(名词) 交流/vn(其他) 群/Ng(其他),com_del_type,0
成本,成本/n(名词),sin_ver_nou_del_type,0
股票股票股票,股票/n(名词) 股票/n(名词) 股票/n(名词),com_del_type,0
新世纪,新世纪/n(名词),sin_ver_nou_del_type,0
狙击,狙击/v(动词),sin_ver_nou_del_type,0
G.E.M.,g.e.m/nx(其他) ./w(标点),com_del_type,0
石家庄找鸡婆出台,石家庄/ns(地名) 找/v(动词) 鸡婆/n(名词) 出台/v(动词),porn_type,1
石家庄找休闲保健,石家庄/ns(地名) 找/v(动词) 休闲/vn(其他) 保健/n(名词),porn_type,1
战,战/Vg(其他),val_eval_type,1
邮件群发软件,邮件/n(名词) 群发/vn(其他) 软件/n(名词),com_del_type,0
嗨起,嗨起/n(名词),val_eval_type,1
！！！！！！,!/w(标点) !/w(标点) !/w(标点) !/w(标点) !/w(标点) !/w(标点),punctuation_type,1
